1 202 234
1 81 164
1 89 95
1 41 83
0 1 58
1 43 56
0 3 47
0 3 42
0 3 39
0 1 38
0 3 36
0 3 33
0 3 33
0 3 31
0 3 29
0 3 28
0 1 27
0 1 25
0 1 24
0 3 22
0 3 20
0 3 19
0 3 18
0 3 18
0 1 17
0 1 15
0 1 15
0 3 14
0 1 13
0 1 12
0 1 12
0 1 11
0 1 10
0 1 9
0 1 8
0 3 8
0 1 7
0 1 7
0 3 6
0 2 5
0 1 4
0 1 inf
