0 7 81
0 5 81
1 57 78
1 72 73
0 8 62
0 2 60
0 6 59
1 26 56
0 3 48
0 6 48
0 5 39
0 4 37
0 3 36
0 4 34
0 3 31
0 4 30
0 2 28
0 5 27
0 6 24
0 2 23
0 3 22
0 2 21
0 2 18
0 4 17
0 6 16
0 2 15
0 6 13
0 6 12
0 6 11
0 6 10
0 4 9
0 1 inf
